timestep,reward
497,50.225
2340331,40.3
4676386,37.4
7014267,38.2
9332270,37.8
11648547,42.5
13940494,39.225
16271555,38.625
18587387,38.725
20893597,38.875
23223871,38.95
25547059,40.1
27855494,42.075
30152839,46.875
32451010,43.425
34761259,43.25
37053272,43.725
39370056,42.0
41688015,42.375
44007607,43.15
