timestep,reward
1763216,0.29425
3523976,0.27075
5284729,0.3345
7051766,0.29775
8817892,0.24925
10580730,0.28975
12349582,0.24625
14116754,0.3145
15888781,0.30925
17663416,0.19225
19425051,0.365
21190670,0.274
22950963,0.3235
24714287,0.3175
26476926,0.203
28243558,0.254
30005765,0.23525
31777486,0.2585
33557512,0.2275
