timestep,reward
2336651,39.075
4679983,44.725
7024900,38.6
9377362,33.45
11737981,38.6
14091982,36.1
16426767,36.85
18749478,37.775
21085183,36.95
23409786,39.475
25715462,40.3
28041682,40.5
30356312,40.775
32685805,39.0
34998139,41.025
37307793,43.6
39597597,46.65
41887679,48.175
44165894,47.7
