timestep,reward
1772366,0.317
3538983,0.25775
5316231,0.219
7098060,0.307
8876417,0.27275
10652704,0.226
12439474,0.303
14216533,0.24275
15999139,0.31375
17787765,0.2975
19577065,0.28775
21358813,0.25725
23147390,0.233
24932530,0.26175
26722947,0.20675
28511501,0.28325
30298485,0.247
32082414,0.2505
33866780,0.25275
